Type,omega
Speciation_gene_pairs_same_direction,0.328809
Speciation_gene_pairs_same_direction,0.0878702
Speciation_gene_pairs_same_direction,0.205308
Speciation_gene_pairs_same_direction,0.111706
Speciation_gene_pairs_same_direction,0.315048
Speciation_gene_pairs_same_direction,0.171279
Speciation_gene_pairs_same_direction,0.129761
Speciation_gene_pairs_same_direction,0.0934913
Speciation_gene_pairs_same_direction,0.075577
Speciation_gene_pairs_same_direction,0.187029
Speciation_gene_pairs_same_direction,0.220456
Speciation_gene_pairs_same_direction,0.136158
Speciation_gene_pairs_same_direction,0.162496
Speciation_gene_pairs_same_direction,0.159427
Speciation_gene_pairs_same_direction,0.221939
Speciation_gene_pairs_same_direction,0.202736
Speciation_gene_pairs_same_direction,0.465588
Speciation_gene_pairs_same_direction,0.0803409
Speciation_gene_pairs_same_direction,0.001
Speciation_gene_pairs_same_direction,0.319186
Speciation_gene_pairs_same_direction,0.187397
Speciation_gene_pairs_same_direction,0.227482
Speciation_gene_pairs_same_direction,0.129112
Speciation_gene_pairs_same_direction,0.197223
Speciation_gene_pairs_same_direction,0.0385746
Speciation_gene_pairs_same_direction,0.1909
Speciation_gene_pairs_same_direction,0.183803
Speciation_gene_pairs_same_direction,0.145513
