Type,omega
Speciation_gene_pairs_same_direction,0.4395
Speciation_gene_pairs_same_direction,0.2189
Speciation_gene_pairs_same_direction,0.055
Speciation_gene_pairs_same_direction,0.2452
Speciation_gene_pairs_same_direction,0.2236
Speciation_gene_pairs_same_direction,0.3909
Speciation_gene_pairs_same_direction,0.4743
Speciation_gene_pairs_same_direction,0.3645
Speciation_gene_pairs_same_direction,0.1346
Speciation_gene_pairs_same_direction,0.1665
Speciation_gene_pairs_same_direction,0.1011
Speciation_gene_pairs_same_direction,0.1152
Speciation_gene_pairs_same_direction,0.1932
Speciation_gene_pairs_same_direction,0.0995
Speciation_gene_pairs_same_direction,0.1985
Speciation_gene_pairs_same_direction,0.1814
Speciation_gene_pairs_same_direction,0.1906
Speciation_gene_pairs_same_direction,0.0599
Speciation_gene_pairs_same_direction,0.2939
Speciation_gene_pairs_same_direction,0.1445
Speciation_gene_pairs_same_direction,0.2066
Speciation_gene_pairs_same_direction,0.247
Speciation_gene_pairs_same_direction,0.0887
Speciation_gene_pairs_same_direction,0.309
Speciation_gene_pairs_same_direction,0.1968
Speciation_gene_pairs_same_direction,0.2829
Speciation_gene_pairs_same_direction,0.4199
Speciation_gene_pairs_same_direction,0.2494
