Type,ks
Speciation_gene_pairs_same_direction,1.8416
Speciation_gene_pairs_same_direction,2.251
Speciation_gene_pairs_same_direction,0.6251
Speciation_gene_pairs_same_direction,0.8937
Speciation_gene_pairs_same_direction,0.7292
Speciation_gene_pairs_same_direction,0.6907
Speciation_gene_pairs_same_direction,0.6994
Speciation_gene_pairs_same_direction,1.0072
Speciation_gene_pairs_same_direction,0.7661
Speciation_gene_pairs_same_direction,1.379
Speciation_gene_pairs_same_direction,1.011
Speciation_gene_pairs_same_direction,2.3908
Speciation_gene_pairs_same_direction,0.8096
Speciation_gene_pairs_same_direction,0.5807
Speciation_gene_pairs_same_direction,0.6768
Speciation_gene_pairs_same_direction,0.7876
Speciation_gene_pairs_same_direction,0.7484
Speciation_gene_pairs_same_direction,0.6556
Speciation_gene_pairs_same_direction,1.943
Speciation_gene_pairs_same_direction,0.8424
Speciation_gene_pairs_same_direction,0.773
Speciation_gene_pairs_same_direction,1.3856
Speciation_gene_pairs_same_direction,0.7037
Speciation_gene_pairs_same_direction,0.9122
Speciation_gene_pairs_same_direction,1.305
Speciation_gene_pairs_same_direction,0.9265
Speciation_gene_pairs_same_direction,1.392
Speciation_gene_pairs_same_direction,0.6488
