Type,omega
Speciation_gene_pairs_same_direction,0.0945
Speciation_gene_pairs_same_direction,0.2149
Speciation_gene_pairs_same_direction,0.1687
Speciation_gene_pairs_same_direction,0.2018
Speciation_gene_pairs_same_direction,0.4309
Speciation_gene_pairs_same_direction,0.4556
Speciation_gene_pairs_same_direction,0.171
Speciation_gene_pairs_same_direction,0.1561
Speciation_gene_pairs_same_direction,0.0296
Speciation_gene_pairs_same_direction,0.1313
Speciation_gene_pairs_same_direction,0.1914
Speciation_gene_pairs_same_direction,0.0544
Speciation_gene_pairs_same_direction,0.2246
Speciation_gene_pairs_same_direction,0.2331
Speciation_gene_pairs_same_direction,0.1567
Speciation_gene_pairs_same_direction,0.1375
Speciation_gene_pairs_same_direction,0.1065
Speciation_gene_pairs_same_direction,0.2308
Speciation_gene_pairs_same_direction,0.4143
Speciation_gene_pairs_same_direction,0.4543
Speciation_gene_pairs_same_direction,0.3402
Speciation_gene_pairs_same_direction,0.4102
Speciation_gene_pairs_same_direction,0.3846
Speciation_gene_pairs_same_direction,0.1124
Speciation_gene_pairs_same_direction,0.1432
Speciation_gene_pairs_same_direction,0.4077
Speciation_gene_pairs_same_direction,0.3901
Speciation_gene_pairs_same_direction,0.1537
